make,model,procSpeed,salePrice
Asus,ROG,3.4,1318.0
Razer,Blade,3.2,1200.0
Alienware,Area-51,3.5,1829.0
Lenovo,Legion,3.8,751.0
Razer,Blade,3.4,1570.0
HP,Omen,3.3,1765.0
Razer,Blade,3.7,1621.0
Asus,ROG,3.1,973.0
Acer,Predator,3.2,1984.0
HP,Omen,3.6,662.0
Razer,Blade,3.3,1845.0
Alienware,Area-51,3.8,1898.0
Lenovo,Legion,3.4,1309.0
Alienware,Area-51,3.2,790.0
Asus,ROG,3.5,987.0
Razer,Blade,3.0,1206.0
MSI,Raider,3.3,1088.0
Alienware,Area-51,3.6,1415.0
Razer,Blade,3.6,1305.0
Alienware,Area-51,3.1,717.0
Razer,Blade,3.8,1975.0
Razer,Blade,3.3,1778.0
Razer,Blade,3.6,1651.0
Razer,Blade,3.1,1913.0
Razer,Blade,3.1,1525.0
MSI,Raider,3.8,605.0
Razer,Blade,3.2,835.0
Razer,Blade,3.0,966.0
Alienware,Area-51,3.4,1865.0
Razer,Blade,3.1,1753.0
Razer,Blade,3.7,872.0
HP,Omen,3.5,700.0
Acer,Predator,3.8,1233.0
HP,Omen,3.3,1426.0
Razer,Blade,3.2,1865.0
HP,Omen,3.3,566.0
HP,Omen,3.7,1996.0
Razer,Blade,3.0,1499.0
Razer,Blade,3.0,694.0
Lenovo,Legion,3.0,788.0
Razer,Blade,3.6,1482.0
Razer,Blade,3.6,1536.0
Lenovo,Legion,3.3,1698.0
Razer,Blade,3.2,1099.0
HP,Omen,3.0,1313.0
Razer,Blade,3.0,1198.0
Asus,ROG,3.2,637.0
Razer,Blade,3.6,1041.0
Razer,Blade,3.1,857.0
Asus,ROG,3.1,1765.0
Asus,ROG,3.3,1631.0
Lenovo,Legion,3.5,1137.0
Lenovo,Legion,3.3,1185.0
Razer,Blade,3.5,1224.0
Asus,ROG,3.0,569.0
Acer,Predator,3.4,1604.0
Asus,ROG,3.1,1362.0
Razer,Blade,3.8,1570.0
Alienware,Area-51,3.4,1962.0
Razer,Blade,3.4,1396.0
MSI,Raider,3.0,1865.0
Asus,ROG,3.7,960.0
MSI,Raider,3.5,1936.0
Asus,ROG,3.4,884.0
HP,Omen,3.1,1994.0
HP,Omen,3.3,1449.0
Lenovo,Legion,3.0,1119.0
Acer,Predator,3.2,1325.0
Acer,Predator,3.5,533.0
Razer,Blade,3.7,1337.0
Asus,ROG,3.6,1819.0
Razer,Blade,3.6,1682.0
Razer,Blade,3.6,1438.0
MSI,Raider,3.8,1727.0
Lenovo,Legion,3.0,1715.0
Razer,Blade,3.4,1319.0
Razer,Blade,3.2,1758.0
HP,Omen,3.5,814.0
Razer,Blade,3.0,522.0
Razer,Blade,3.0,1549.0
Alienware,Area-51,3.5,1615.0
Lenovo,Legion,3.1,1406.0
Lenovo,Legion,3.2,1705.0
Acer,Predator,3.1,746.0
Alienware,Area-51,3.7,573.0
Razer,Blade,3.1,1739.0
Razer,Blade,3.2,1285.0
Lenovo,Legion,3.4,960.0
Razer,Blade,3.3,1796.0
Acer,Predator,3.5,1181.0
Razer,Blade,3.1,1314.0
Acer,Predator,3.8,1452.0
Razer,Blade,3.6,553.0
Alienware,Area-51,3.7,1387.0
Asus,ROG,3.7,579.0
MSI,Raider,3.0,1405.0
Razer,Blade,3.1,1994.0
Asus,ROG,3.4,1353.0
Razer,Blade,3.6,1353.0
HP,Omen,3.5,1074.0
Razer,Blade,3.7,1381.0
Razer,Blade,3.7,1664.0
Razer,Blade,3.2,971.0
Razer,Blade,3.0,986.0
Razer,Blade,3.5,1684.0
MSI,Raider,3.5,1994.0
Razer,Blade,3.8,797.0
Razer,Blade,3.2,1759.0
Acer,Predator,3.1,1826.0
Asus,ROG,3.6,531.0
Lenovo,Legion,3.5,877.0
Alienware,Area-51,3.3,1338.0
Acer,Predator,3.1,878.0
Asus,ROG,3.7,1928.0
HP,Omen,3.7,1573.0
Razer,Blade,3.3,1653.0
Razer,Blade,3.6,885.0
Razer,Blade,3.0,1294.0
Alienware,Area-51,3.0,998.0
Acer,Predator,3.8,846.0
Razer,Blade,3.0,1863.0
Razer,Blade,3.1,1877.0
Razer,Blade,3.6,1244.0
Razer,Blade,3.0,1106.0
Razer,Blade,3.5,1571.0
Razer,Blade,3.5,1265.0
Razer,Blade,3.6,1352.0
Acer,Predator,3.2,548.0
Razer,Blade,3.7,594.0
Razer,Blade,3.5,1847.0
Razer,Blade,3.4,1237.0
Asus,ROG,3.3,876.0
Razer,Blade,3.2,1355.0
MSI,Raider,3.7,1014.0
Razer,Blade,3.6,1818.0
Razer,Blade,3.3,1968.0
Razer,Blade,3.7,734.0
Razer,Blade,3.6,1840.0
MSI,Raider,3.5,1596.0
Asus,ROG,3.4,1491.0
Razer,Blade,3.8,1344.0
Razer,Blade,3.2,1890.0
MSI,Raider,3.7,1209.0
Razer,Blade,3.2,1172.0
MSI,Raider,3.4,782.0
Lenovo,Legion,3.1,1906.0
Razer,Blade,3.4,1397.0
Razer,Blade,3.6,1746.0
Razer,Blade,3.4,1405.0
Razer,Blade,3.6,1304.0
HP,Omen,3.3,532.0
Razer,Blade,3.1,1635.0
Lenovo,Legion,3.0,1867.0
Razer,Blade,3.1,944.0
Lenovo,Legion,3.7,1485.0
Asus,ROG,3.1,1652.0
Razer,Blade,3.7,1076.0
Razer,Blade,3.7,1964.0
Lenovo,Legion,3.5,754.0
Razer,Blade,3.3,623.0
Asus,ROG,3.8,1761.0
Lenovo,Legion,3.2,1899.0
Razer,Blade,3.8,1158.0
Razer,Blade,3.5,916.0
HP,Omen,3.4,1583.0
HP,Omen,3.3,1323.0
Acer,Predator,3.0,609.0
Razer,Blade,3.0,1710.0
Lenovo,Legion,3.6,1775.0
Razer,Blade,3.8,888.0
Razer,Blade,3.2,1940.0
Razer,Blade,3.5,975.0
Razer,Blade,3.0,1180.0
Razer,Blade,3.5,610.0
Razer,Blade,3.1,1818.0
Lenovo,Legion,3.1,1200.0
Acer,Predator,3.5,1169.0
MSI,Raider,3.6,1270.0
Asus,ROG,3.7,1154.0
Lenovo,Legion,3.2,1444.0
Alienware,Area-51,3.5,1775.0
Razer,Blade,3.2,1846.0
Razer,Blade,3.4,1693.0
Razer,Blade,3.5,851.0
Razer,Blade,3.6,1069.0
Acer,Predator,3.1,1543.0
Razer,Blade,3.4,1693.0
Razer,Blade,3.8,1986.0
MSI,Raider,3.8,667.0
Razer,Blade,3.4,1362.0
Razer,Blade,3.3,1649.0
Razer,Blade,3.3,1464.0
Razer,Blade,3.4,1490.0
HP,Omen,3.8,1243.0
HP,Omen,3.3,1776.0
Razer,Blade,3.4,565.0
Razer,Blade,3.2,1024.0
Razer,Blade,3.5,1429.0
Asus,ROG,3.4,945.0
Acer,Predator,3.4,1869.0
Alienware,Area-51,3.8,603.0
Lenovo,Legion,3.7,1264.0
Razer,Blade,3.1,1269.0
HP,Omen,3.2,1151.0
Razer,Blade,3.8,1016.0
Lenovo,Legion,3.6,1940.0
MSI,Raider,3.0,1503.0
Razer,Blade,3.5,1421.0
HP,Omen,3.0,507.0
Razer,Blade,3.2,1739.0
HP,Omen,3.8,1966.0
Razer,Blade,3.2,1017.0
Razer,Blade,3.5,1074.0
MSI,Raider,3.8,1310.0
Acer,Predator,3.6,1615.0
Razer,Blade,3.7,967.0
Razer,Blade,3.3,1405.0
Lenovo,Legion,3.0,1581.0
Acer,Predator,3.6,906.0
Razer,Blade,3.5,1463.0
Razer,Blade,3.1,1641.0
Razer,Blade,3.8,1263.0
Acer,Predator,3.7,1374.0
HP,Omen,3.7,673.0
HP,Omen,3.4,1096.0
Razer,Blade,3.0,1594.0
Razer,Blade,3.8,761.0
Razer,Blade,3.6,1684.0
Razer,Blade,3.4,856.0
Alienware,Area-51,3.4,661.0
HP,Omen,3.5,1115.0
Razer,Blade,3.5,624.0
Acer,Predator,3.5,1207.0
Razer,Blade,3.5,1152.0
Razer,Blade,3.6,1500.0
Alienware,Area-51,3.1,1395.0
Razer,Blade,3.8,1737.0
HP,Omen,3.7,1726.0
Asus,ROG,3.0,1035.0
Razer,Blade,3.6,1602.0
Razer,Blade,3.8,1876.0
Asus,ROG,3.8,1795.0
Razer,Blade,3.6,1205.0
Razer,Blade,3.5,1993.0
Razer,Blade,3.2,947.0
Razer,Blade,3.3,1262.0
Razer,Blade,3.3,603.0
Lenovo,Legion,3.6,997.0
Razer,Blade,3.0,640.0
Asus,ROG,3.5,1973.0
Alienware,Area-51,3.1,1393.0
Razer,Blade,3.1,711.0
Razer,Blade,3.1,987.0
Razer,Blade,3.0,1461.0
Razer,Blade,3.2,1886.0
MSI,Raider,3.4,1963.0
MSI,Raider,3.8,1522.0
HP,Omen,3.8,523.0
Asus,ROG,3.1,1209.0
HP,Omen,3.4,1941.0
Asus,ROG,3.7,1223.0
Asus,ROG,3.5,1395.0
HP,Omen,3.4,1561.0
Razer,Blade,3.0,1046.0
Razer,Blade,3.4,1071.0
Razer,Blade,3.3,1696.0
Razer,Blade,3.3,974.0
Lenovo,Legion,3.8,508.0
HP,Omen,3.8,746.0
MSI,Raider,3.3,1939.0
Razer,Blade,3.0,1639.0
Razer,Blade,3.5,1730.0
Razer,Blade,3.1,548.0
Asus,ROG,3.8,1679.0
Razer,Blade,3.0,1907.0
MSI,Raider,3.7,898.0
Razer,Blade,3.0,1373.0
Razer,Blade,3.1,1199.0
Razer,Blade,3.3,1505.0
Razer,Blade,3.7,1811.0
Razer,Blade,3.4,936.0
Razer,Blade,3.1,1505.0
MSI,Raider,3.4,1441.0
MSI,Raider,3.6,1276.0
Acer,Predator,3.1,1975.0
Razer,Blade,3.2,1785.0
Alienware,Area-51,3.5,1841.0
Razer,Blade,3.3,892.0
Razer,Blade,3.5,731.0
Razer,Blade,3.2,1380.0
Razer,Blade,3.6,1874.0
Razer,Blade,3.0,1296.0
Razer,Blade,3.7,1088.0
Razer,Blade,3.6,1592.0
Razer,Blade,3.1,1440.0
Acer,Predator,3.5,1509.0
MSI,Raider,3.5,1698.0
Asus,ROG,3.1,1045.0
Razer,Blade,3.3,925.0
HP,Omen,3.7,1205.0
Razer,Blade,3.3,1807.0
Razer,Blade,3.5,660.0
Razer,Blade,3.5,570.0
Razer,Blade,3.0,1716.0
Razer,Blade,3.5,1330.0
Razer,Blade,3.6,1267.0
Razer,Blade,3.7,659.0
Lenovo,Legion,3.5,1590.0
Lenovo,Legion,3.0,1619.0
Razer,Blade,3.2,982.0
Acer,Predator,3.4,593.0
Razer,Blade,3.4,1745.0
Razer,Blade,3.8,959.0
Asus,ROG,3.2,910.0
MSI,Raider,3.4,1634.0
Alienware,Area-51,3.8,1547.0
HP,Omen,3.7,1184.0
Razer,Blade,3.4,1473.0
HP,Omen,3.4,1498.0
HP,Omen,3.7,760.0
Razer,Blade,3.8,872.0
Razer,Blade,3.1,746.0
Asus,ROG,3.3,1388.0
Lenovo,Legion,3.0,1459.0
Asus,ROG,3.8,1710.0
Alienware,Area-51,3.7,1876.0
Razer,Blade,3.5,1157.0
Lenovo,Legion,3.3,581.0
MSI,Raider,3.8,1726.0
Razer,Blade,3.6,1822.0
Razer,Blade,3.7,1951.0
Razer,Blade,3.3,1644.0
Alienware,Area-51,3.4,807.0
Razer,Blade,3.5,1286.0
Alienware,Area-51,3.4,908.0
Acer,Predator,3.0,1790.0
Razer,Blade,3.3,1793.0
Razer,Blade,3.6,712.0
Acer,Predator,3.2,888.0
Acer,Predator,3.8,1218.0
Razer,Blade,3.4,624.0
Lenovo,Legion,3.1,790.0
Razer,Blade,3.1,1510.0
Razer,Blade,3.0,1801.0
Razer,Blade,3.6,1140.0
Asus,ROG,3.8,1499.0
Alienware,Area-51,3.4,1298.0
Razer,Blade,3.0,1240.0
Razer,Blade,3.2,592.0
Razer,Blade,3.3,1800.0
Razer,Blade,3.1,1416.0
Razer,Blade,3.8,1342.0
Acer,Predator,3.5,1689.0
Alienware,Area-51,3.2,1631.0
Lenovo,Legion,3.1,1428.0
Razer,Blade,3.2,1121.0
Razer,Blade,3.7,1341.0
Asus,ROG,3.5,1946.0
HP,Omen,3.7,1819.0
Razer,Blade,3.1,1829.0
MSI,Raider,3.6,1365.0
Asus,ROG,3.4,1151.0
Acer,Predator,3.2,511.0
Acer,Predator,3.8,1296.0
Razer,Blade,3.5,1329.0
Asus,ROG,3.5,1260.0
MSI,Raider,3.3,1102.0
Acer,Predator,3.1,540.0
Razer,Blade,3.2,1710.0
Acer,Predator,3.2,1224.0
Razer,Blade,3.8,1324.0
Razer,Blade,3.4,1821.0
Razer,Blade,3.3,1721.0
Lenovo,Legion,3.8,500.0
Razer,Blade,3.5,1781.0
Lenovo,Legion,3.4,1833.0
Razer,Blade,3.7,677.0
MSI,Raider,3.4,1098.0
Razer,Blade,3.8,1804.0
Razer,Blade,3.1,1165.0
HP,Omen,3.7,1634.0
Razer,Blade,3.4,1531.0
Razer,Blade,3.4,548.0
HP,Omen,3.0,1139.0
Lenovo,Legion,3.5,1185.0
Acer,Predator,3.1,1634.0
Razer,Blade,3.4,1601.0
Razer,Blade,3.3,1923.0
Razer,Blade,3.0,892.0
Razer,Blade,3.4,790.0
Razer,Blade,3.2,1922.0
Razer,Blade,3.1,996.0
HP,Omen,3.4,1147.0
Razer,Blade,3.6,626.0
Razer,Blade,3.6,1949.0
Alienware,Area-51,3.5,1144.0
Razer,Blade,3.8,1590.0
Razer,Blade,3.6,1977.0
Razer,Blade,3.2,1234.0
Razer,Blade,3.2,1849.0
Lenovo,Legion,3.4,703.0
Alienware,Area-51,3.8,1711.0
Razer,Blade,3.0,910.0
Lenovo,Legion,3.5,1142.0
Razer,Blade,3.5,1682.0
Lenovo,Legion,3.4,1235.0
HP,Omen,3.4,1735.0
Razer,Blade,3.6,1074.0
Razer,Blade,3.8,714.0
Razer,Blade,3.6,1395.0
Asus,ROG,3.7,1346.0
Razer,Blade,3.7,1066.0
Razer,Blade,3.5,934.0
Razer,Blade,3.0,1175.0
Alienware,Area-51,3.4,1582.0
Acer,Predator,3.7,1799.0
Razer,Blade,3.4,649.0
Razer,Blade,3.6,1058.0
Acer,Predator,3.2,1049.0
Razer,Blade,3.0,1305.0
Razer,Blade,3.4,1357.0
Razer,Blade,3.6,1388.0
Razer,Blade,3.1,1537.0
Razer,Blade,3.3,1807.0
Razer,Blade,3.5,1865.0
Razer,Blade,3.2,1211.0
Razer,Blade,3.6,1379.0
Razer,Blade,3.2,1588.0
Razer,Blade,3.2,1397.0
Razer,Blade,3.3,1969.0
Razer,Blade,3.5,634.0
Razer,Blade,3.3,1471.0
Lenovo,Legion,3.4,1978.0
Razer,Blade,3.0,1174.0
Razer,Blade,3.5,604.0
Asus,ROG,3.5,1674.0
Razer,Blade,3.0,1686.0
HP,Omen,3.1,810.0
Lenovo,Legion,3.8,972.0
Razer,Blade,3.6,1365.0
Razer,Blade,3.5,1543.0
MSI,Raider,3.5,534.0
Alienware,Area-51,3.8,765.0
Razer,Blade,3.0,1069.0
Lenovo,Legion,3.2,1860.0
Razer,Blade,3.4,633.0
Alienware,Area-51,3.8,963.0
Razer,Blade,3.1,1906.0
Asus,ROG,3.5,1451.0
Razer,Blade,3.5,1840.0
Razer,Blade,3.1,1272.0
Razer,Blade,3.1,727.0
HP,Omen,3.1,1973.0
Razer,Blade,3.8,1052.0
HP,Omen,3.4,533.0
HP,Omen,3.2,1104.0
Razer,Blade,3.8,1545.0
Razer,Blade,3.3,1316.0
Alienware,Area-51,3.6,1128.0
Razer,Blade,3.3,1079.0
Razer,Blade,3.3,1602.0
Razer,Blade,3.8,1742.0
Asus,ROG,3.5,1513.0
Razer,Blade,3.5,1286.0
HP,Omen,3.0,672.0
Razer,Blade,3.5,1302.0
Razer,Blade,3.5,770.0
Razer,Blade,3.7,1420.0
Alienware,Area-51,3.3,1491.0
Razer,Blade,3.1,1599.0
Razer,Blade,3.4,1450.0
Asus,ROG,3.2,1852.0
HP,Omen,3.2,1324.0
Razer,Blade,3.7,533.0
Asus,ROG,3.5,803.0
MSI,Raider,3.5,823.0
Alienware,Area-51,3.8,556.0
Razer,Blade,3.3,1562.0
Lenovo,Legion,3.2,811.0
Razer,Blade,3.2,1825.0
Razer,Blade,3.6,612.0
Asus,ROG,3.4,571.0
Razer,Blade,3.8,1547.0
Alienware,Area-51,3.5,1910.0
Razer,Blade,3.4,1052.0
Lenovo,Legion,3.8,896.0
Razer,Blade,3.7,1281.0
Alienware,Area-51,3.3,1212.0
Razer,Blade,3.1,1805.0
Razer,Blade,3.1,1857.0
Razer,Blade,3.7,675.0
Razer,Blade,3.4,1110.0
Asus,ROG,3.8,590.0
Razer,Blade,3.1,1939.0
Razer,Blade,3.2,957.0
Razer,Blade,3.3,1090.0
Alienware,Area-51,3.0,826.0
Razer,Blade,3.1,963.0
Razer,Blade,3.4,730.0
Razer,Blade,3.4,615.0
Razer,Blade,3.8,984.0
MSI,Raider,3.6,1008.0
Alienware,Area-51,3.0,1573.0
Razer,Blade,3.3,1709.0
HP,Omen,3.1,1070.0
Razer,Blade,3.4,1776.0
Razer,Blade,3.2,1383.0
Razer,Blade,3.7,1041.0
Razer,Blade,3.8,1541.0
Razer,Blade,3.3,1321.0
Acer,Predator,3.7,1274.0
Razer,Blade,3.5,1048.0
Acer,Predator,3.7,1344.0
Razer,Blade,3.0,1684.0
Razer,Blade,3.2,771.0
Lenovo,Legion,3.2,1859.0
Lenovo,Legion,3.2,1488.0
Razer,Blade,3.2,606.0
MSI,Raider,3.3,1862.0
Razer,Blade,3.5,1166.0
Razer,Blade,3.3,1200.0
HP,Omen,3.7,580.0
Razer,Blade,3.6,1862.0
Acer,Predator,3.1,1261.0
Asus,ROG,3.1,1866.0
Razer,Blade,3.0,1968.0
Asus,ROG,3.1,1589.0
Razer,Blade,3.6,1290.0
Alienware,Area-51,3.2,1021.0
Razer,Blade,3.3,1228.0
Razer,Blade,3.8,829.0
Razer,Blade,3.2,781.0
HP,Omen,3.5,659.0
HP,Omen,3.5,1861.0
HP,Omen,3.0,1441.0
Lenovo,Legion,3.2,1713.0
Asus,ROG,3.3,1744.0
Razer,Blade,3.2,924.0
Razer,Blade,3.6,1252.0
Razer,Blade,3.1,521.0
Acer,Predator,3.3,1094.0
Razer,Blade,3.1,526.0
Razer,Blade,3.8,977.0
MSI,Raider,3.7,1661.0
Alienware,Area-51,3.0,627.0
Lenovo,Legion,3.4,1902.0
HP,Omen,3.5,647.0
Asus,ROG,3.2,507.0
Razer,Blade,3.2,572.0
Alienware,Area-51,3.1,1372.0
Razer,Blade,3.6,1310.0
Razer,Blade,3.3,1471.0
Acer,Predator,3.8,1474.0
Razer,Blade,3.3,1334.0
Razer,Blade,3.6,708.0
Razer,Blade,3.5,644.0
Alienware,Area-51,3.6,1817.0
Razer,Blade,3.4,1257.0
Razer,Blade,3.4,1578.0
Razer,Blade,3.1,709.0
HP,Omen,3.8,675.0
Asus,ROG,3.0,1996.0
Razer,Blade,3.5,1263.0
Razer,Blade,3.7,1735.0
Razer,Blade,3.0,1272.0
Razer,Blade,3.0,586.0
Razer,Blade,3.8,1893.0
Razer,Blade,3.0,1071.0
Razer,Blade,3.7,771.0
Razer,Blade,3.7,855.0
Asus,ROG,3.0,978.0
MSI,Raider,3.2,1483.0
Razer,Blade,3.2,1747.0
Razer,Blade,3.3,1205.0
Razer,Blade,3.1,885.0
Asus,ROG,3.5,1358.0
Razer,Blade,3.2,710.0
Razer,Blade,3.3,1984.0
Razer,Blade,3.0,1027.0
HP,Omen,3.7,1023.0
Razer,Blade,3.6,1677.0
Acer,Predator,3.4,1027.0
Lenovo,Legion,3.3,1713.0
Asus,ROG,3.6,1629.0
Razer,Blade,3.7,1445.0
HP,Omen,3.7,727.0
Alienware,Area-51,3.6,667.0
MSI,Raider,3.8,888.0
Razer,Blade,3.2,1290.0
Razer,Blade,3.3,845.0
Razer,Blade,3.5,1882.0
Razer,Blade,3.5,1421.0
Razer,Blade,3.1,1372.0
Razer,Blade,3.4,1588.0
Razer,Blade,3.2,1945.0
Razer,Blade,3.8,1608.0
Razer,Blade,3.1,1127.0
Lenovo,Legion,3.0,999.0
Razer,Blade,3.3,1884.0
Razer,Blade,3.2,1406.0
Razer,Blade,3.5,1404.0
Acer,Predator,3.5,789.0
Razer,Blade,3.6,543.0
Razer,Blade,3.1,1894.0
Razer,Blade,3.6,1468.0
Alienware,Area-51,3.6,803.0
Razer,Blade,3.0,1028.0
Razer,Blade,3.8,1529.0
Asus,ROG,3.8,776.0
Razer,Blade,3.4,554.0
MSI,Raider,3.4,1300.0
Acer,Predator,3.6,1360.0
Acer,Predator,3.1,770.0
Razer,Blade,3.1,1072.0
Razer,Blade,3.4,1752.0
Razer,Blade,3.6,678.0
Asus,ROG,3.1,758.0
Razer,Blade,3.2,1520.0
Alienware,Area-51,3.5,1022.0
Asus,ROG,3.2,1830.0
Razer,Blade,3.2,1479.0
Razer,Blade,3.3,1142.0
Acer,Predator,3.2,611.0
Acer,Predator,3.5,979.0
Alienware,Area-51,3.7,1102.0
Acer,Predator,3.4,850.0
Asus,ROG,3.3,1275.0
Razer,Blade,3.7,1777.0
Razer,Blade,3.6,517.0
Alienware,Area-51,3.6,1669.0
HP,Omen,3.3,1216.0
Razer,Blade,3.6,817.0
MSI,Raider,3.2,1152.0
Razer,Blade,3.6,703.0
Razer,Blade,3.5,1564.0
Asus,ROG,3.8,918.0
Razer,Blade,3.0,1988.0
Razer,Blade,3.0,995.0
Razer,Blade,3.8,1601.0
Asus,ROG,3.2,1655.0
Razer,Blade,3.0,1556.0
Asus,ROG,3.8,1775.0
MSI,Raider,3.2,689.0
Razer,Blade,3.5,537.0
Razer,Blade,3.8,1555.0
Alienware,Area-51,3.6,636.0
Acer,Predator,3.7,1830.0
Razer,Blade,3.5,1245.0
Razer,Blade,3.5,1565.0
Razer,Blade,3.1,1393.0
HP,Omen,3.5,1554.0
MSI,Raider,3.8,859.0
MSI,Raider,3.5,687.0
Razer,Blade,3.4,1071.0
Acer,Predator,3.7,1897.0
Razer,Blade,3.7,661.0
Alienware,Area-51,3.0,575.0
Razer,Blade,3.3,1228.0
Razer,Blade,3.4,1715.0
Razer,Blade,3.2,1266.0
Lenovo,Legion,3.6,1706.0
Razer,Blade,3.2,1820.0
Razer,Blade,3.6,1454.0
Acer,Predator,3.8,1350.0
Alienware,Area-51,3.0,1438.0
Razer,Blade,3.5,1707.0
Razer,Blade,3.6,999.0
Razer,Blade,3.5,1581.0
Alienware,Area-51,3.3,936.0
Razer,Blade,3.1,828.0
Razer,Blade,3.5,1787.0
Lenovo,Legion,3.6,504.0
Asus,ROG,3.2,1102.0
HP,Omen,3.5,1701.0
Razer,Blade,3.6,814.0
Razer,Blade,3.8,503.0
Razer,Blade,3.4,994.0
Acer,Predator,3.7,1896.0
Razer,Blade,3.7,1887.0
Razer,Blade,3.3,1198.0
Razer,Blade,3.5,1452.0
MSI,Raider,3.6,594.0
Lenovo,Legion,3.3,608.0
Asus,ROG,3.7,566.0
Acer,Predator,3.3,1196.0
Razer,Blade,3.2,1479.0
Alienware,Area-51,3.3,1557.0
Asus,ROG,3.5,559.0
Alienware,Area-51,3.8,1672.0
HP,Omen,3.5,521.0
Razer,Blade,3.1,651.0
Asus,ROG,3.5,671.0
Razer,Blade,3.2,1834.0
Asus,ROG,3.7,1445.0
Razer,Blade,3.7,1298.0
Razer,Blade,3.2,1064.0
Lenovo,Legion,3.0,1145.0
Lenovo,Legion,3.7,1165.0
Razer,Blade,3.4,1887.0
Razer,Blade,3.5,1147.0
Razer,Blade,3.8,1711.0
Razer,Blade,3.7,1725.0
MSI,Raider,3.3,1194.0
Razer,Blade,3.6,1300.0
Razer,Blade,3.0,893.0
Razer,Blade,3.0,1367.0
MSI,Raider,3.1,621.0
MSI,Raider,3.4,1363.0
Lenovo,Legion,3.8,696.0
Razer,Blade,3.5,538.0
Razer,Blade,3.3,1682.0
HP,Omen,3.7,1675.0
Lenovo,Legion,3.1,507.0
Razer,Blade,3.2,1577.0
Razer,Blade,3.5,1057.0
Razer,Blade,3.8,590.0
Razer,Blade,3.5,1168.0
Razer,Blade,3.6,667.0
Acer,Predator,3.1,651.0
Razer,Blade,3.8,768.0
Razer,Blade,3.5,1646.0
Razer,Blade,3.5,881.0
HP,Omen,3.8,1439.0
Acer,Predator,3.7,1215.0
Razer,Blade,3.8,1712.0
Razer,Blade,3.1,1786.0
Acer,Predator,3.8,1986.0
Razer,Blade,3.0,670.0
HP,Omen,3.4,1645.0
Razer,Blade,3.4,1513.0
Acer,Predator,3.5,1748.0
Lenovo,Legion,3.8,1434.0
MSI,Raider,3.0,979.0
HP,Omen,3.7,1738.0
Razer,Blade,3.1,1711.0
Asus,ROG,3.6,1083.0
Razer,Blade,3.8,1576.0
Razer,Blade,3.2,573.0
Razer,Blade,3.4,713.0
Razer,Blade,3.4,872.0
Asus,ROG,3.4,1718.0
Razer,Blade,3.4,917.0
Razer,Blade,3.5,1531.0
Razer,Blade,3.0,1503.0
Razer,Blade,3.0,1245.0
Razer,Blade,3.2,1639.0
Razer,Blade,3.2,1740.0
Razer,Blade,3.6,1007.0
Razer,Blade,3.8,1266.0
Acer,Predator,3.3,1093.0
Razer,Blade,3.3,668.0
Acer,Predator,3.1,1484.0
Razer,Blade,3.6,1658.0
Razer,Blade,3.7,714.0
Alienware,Area-51,3.4,826.0
Lenovo,Legion,3.6,1865.0
Razer,Blade,3.2,838.0
Razer,Blade,3.3,1174.0
Asus,ROG,3.3,1786.0
Razer,Blade,3.2,1427.0
Razer,Blade,3.2,1121.0
Razer,Blade,3.4,1538.0
Razer,Blade,3.6,1439.0
Razer,Blade,3.1,681.0
Razer,Blade,3.2,1728.0
Lenovo,Legion,3.6,1664.0
Alienware,Area-51,3.5,534.0
Razer,Blade,3.3,871.0
Acer,Predator,3.1,949.0
Razer,Blade,3.7,1292.0
Asus,ROG,3.0,584.0
MSI,Raider,3.5,1554.0
Lenovo,Legion,3.5,1712.0
Razer,Blade,3.2,1486.0
Razer,Blade,3.6,1173.0
Razer,Blade,3.0,1767.0
Razer,Blade,3.0,1701.0
Razer,Blade,3.4,1655.0
Razer,Blade,3.8,1800.0
Alienware,Area-51,3.1,764.0
Alienware,Area-51,3.8,574.0
Lenovo,Legion,3.0,1299.0
Razer,Blade,3.6,1472.0
Alienware,Area-51,3.1,918.0
Asus,ROG,3.8,1369.0
MSI,Raider,3.5,638.0
HP,Omen,3.0,603.0
Razer,Blade,3.1,1501.0
Asus,ROG,3.8,718.0
Razer,Blade,3.2,1647.0
Razer,Blade,3.0,1922.0
Razer,Blade,3.3,1942.0
Razer,Blade,3.7,1991.0
Alienware,Area-51,3.7,538.0
Razer,Blade,3.6,728.0
Razer,Blade,3.0,1127.0
Razer,Blade,3.7,983.0
Lenovo,Legion,3.0,1080.0
Razer,Blade,3.7,1434.0
Razer,Blade,3.0,1408.0
Alienware,Area-51,3.4,921.0
Razer,Blade,3.7,1584.0
Razer,Blade,3.2,1995.0
Lenovo,Legion,3.2,649.0
Razer,Blade,3.6,696.0
Razer,Blade,3.5,1862.0
Razer,Blade,3.7,1369.0
Razer,Blade,3.3,958.0
Razer,Blade,3.6,963.0
Razer,Blade,3.5,1328.0
Razer,Blade,3.1,732.0
Alienware,Area-51,3.1,1320.0
Razer,Blade,3.2,1437.0
Razer,Blade,3.2,1296.0
Razer,Blade,3.3,1331.0
MSI,Raider,3.6,1766.0
Razer,Blade,3.6,1869.0
Alienware,Area-51,3.6,840.0
HP,Omen,3.2,1330.0
Razer,Blade,3.1,562.0
Razer,Blade,3.3,1717.0
Razer,Blade,3.5,1965.0
Alienware,Area-51,3.0,1558.0
Razer,Blade,3.2,1110.0
Acer,Predator,3.2,698.0
Asus,ROG,3.5,656.0
